날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추가격,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-06-18,0.8,15.5,22.5,27.8,18.1,70,27,2.2,8.9,10000,0.02,97697,0,108511,285851,34514,1934.4,1582.68,1370.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-19,2.2,40.5,22.4,27.8,18.4,69,29,2.2,9.9,9024.793388,0.12,97697,0,108511,285851,34514,1936.52,1583.28,1370.32,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-20,12.2,50,19.4,22.3,17.4,87,40,1.4,7.2,9000,0.12,97697,0,108511,285851,34514,1935.3,1583.69,1370.27,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-23,0.1,4.5,23.1,29,18.2,72,23,1.7,8.7,9000,0.12,97697,0,108511,285851,34514,1934.24,1584.35,1370.25,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-25,14.6,93.9,21.8,25.9,18.9,80,32,2,13.9,7559,15,97697,0,108511,285851,34514,1935.18,1584.71,1369.82,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-27,0.7,13.6,21.6,25.8,18.4,77,33,2,12.6,8797.315436,0.15,97697,0,108511,285851,34514,1936.29,1584.8,1369.41,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-29,0.2,7.5,23.5,29.1,18.5,73,25,1.7,8.7,12880,0.001,97697,0,108511,285851,34514,1937.15,1584.88,1369.47,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-07-03,0.5,11,22.3,28,17.6,68,23,1.9,9.3,12000,0.001,97697,0,108511,285851,34514,1928.25,1584.2,1367.9,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-17,0.3,7.5,21.6,25.7,17.8,67,33,2.3,16.8,5400,5,97697,0,108511,285851,34514,1920.95,1575.89,1354.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-27,1.8,25.3,26.6,30.4,23.5,82,34,1.6,7.7,13691.8239,0.16,97697,0,108511,285851,34514,1916.31,1567.45,1341.44,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-28,0.6,23.1,27.4,32,24.1,80,37,1.6,7.6,13225.4902,0.1,97697,0,108511,285851,34514,1915.94,1566.15,1339.75,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-29,7.1,64.7,27.3,31.1,24.3,85,46,1.7,10.7,9000,0.12,97697,0,108511,285851,34514,1916.36,1564.98,1338.15,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-30,0,0,28.7,33.7,24.7,79,31,2,9.6,7500,0.01,97697,0,108511,285851,34514,1915.55,1564.12,1336.88,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-31,0.2,4.5,28.3,33.6,24.5,78,29,1.9,11,14333.33333,0.02,97697,0,108511,285851,34514,1914.7,1563.34,1335.99,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-08-03,0,3.5,28.1,33.1,24.2,74,28,2.2,11.1,13333.33333,0.18,97697,0,108511,285851,34514,1912.43,1560.91,1331.98,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-04,0,4.7,28,33.3,23.3,72,21,2.5,10.8,5507.223673,5.75,97697,0,108511,285851,34514,1909.96,1559.64,1330.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-05,0,12,28,33.7,23.6,74,29,2,9.3,10200,0.004,97697,0,108511,285851,34514,1906.53,1558.65,1328.42,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-07,2.2,65,28.5,34.8,23.4,74,25,1.4,8.1,13406.6092,0.35,97697,0,108511,285851,34514,1904.99,1556.66,1325,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-08,6.8,63.6,27.1,33.8,23.6,82,29,1.6,11.5,13363.13466,0.45,97697,0,108511,285851,34514,1905.37,1555.54,1323.35,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-11,6.7,91.8,25.1,29.2,21.3,80,23,1.4,16.5,15166.66667,0.05,97697,0,108511,285851,34514,1901.92,1552.43,1318.78,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-13,6.9,59,24.8,30.5,21,81,34,1.5,10.3,5530.534351,5.24,97697,0,108511,285851,34514,1900.13,1549.67,1314.57,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-14,1.1,22.5,25.1,30.8,20.8,80,33,1.4,7,8333.333333,0.12,97697,0,108511,285851,34514,1899.15,1548.01,1312.37,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-15,0,4.5,25.9,31.6,21.2,78,29,1.4,6.2,13638.21138,0.49,97697,0,108511,285851,34514,1899.88,1547.37,1311.07,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-17,1,38.6,25.1,30.9,20.5,77,33,1.6,8.9,12229.02494,0.88,97697,0,108511,285851,34514,1898.23,1545.61,1308.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-19,0,1.8,25,29,21.4,79,39,1.4,8.4,12123.4127,0.5,97697,0,108511,285851,34514,1895.88,1542.11,1303.94,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-20,5,35.7,24.1,27.3,22,87,46,1.2,9,11931.89964,1.4,97697,0,108511,285851,34514,1893.88,1540.47,1301.72,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-21,26.6,126,23.6,28.3,21.1,86,40,1.4,15.5,10477.69029,0.76,97697,0,108511,285851,34514,1893.57,1538.62,1298.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-22,0.3,5.6,24.3,28.6,21.1,83,29,1.2,7.9,11979.59184,0.29,97697,0,108511,285851,34514,1892.67,1536.83,1296.15,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-24,3.1,65.5,24.7,27.9,22.1,79,41,2.3,10.2,11923.30827,0.27,97697,0,108511,285851,34514,1891.97,1534.64,1293.53,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-25,26.8,201.5,21.5,24,19.7,89,54,3.4,25.3,12666.66667,0.04,97697,0,108511,285851,34514,1887.59,1532.13,1290.22,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-26,0.4,48.5,22.2,26.9,18.7,76,33,1.9,22.6,15166.66667,0.02,97697,0,108511,285851,34514,1885.56,1529.74,1287.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-27,1.4,17.5,23.2,28.7,18.3,77,24,1.9,10.5,12604.16667,0.1,97697,0,108511,285851,34514,1882.02,1527.31,1284.01,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-28,2.5,29.5,23,28.7,18.8,80,27,1.4,9.2,13450,0.16,97697,0,108511,285851,34514,1879.3,1525.2,1281.31,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-31,1.8,29,23.9,29.1,19.3,78,34,1.6,7,12386.92262,1.67,97697,0,108511,285851,34514,1878,1522.64,1277.88,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-09-01,5,59.2,23.6,27.9,20.8,79,41,1.9,11.9,12008.77193,0.68,97697,0,108511,285851,34514,1875.7,1520.29,1274.56,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-02,9.6,52.5,22.8,27.4,20,86,45,1.6,8.9,12257.30994,0.34,97697,0,108511,285851,34514,1871.34,1519.15,1272.88,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-03,1.8,18,22.9,28.1,19.2,81,39,1.6,9.1,11400.47962,0.42,97697,0,108511,285851,34514,1871.12,1518.04,1271.33,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-04,0,28.5,23.3,29,18.8,78,30,1.5,8,5489.860465,5.38,97697,0,108511,285851,34514,1869.36,1517.06,1270.18,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-05,9.4,64.4,21.7,25.6,19.4,87,43,1.6,10.4,10666.66667,0.05,97697,0,108511,285851,34514,1867.69,1516.11,1268.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-07,0.1,2,20.7,26.4,15.9,70,29,2.1,10.7,10536.23188,0.41,97697,0,108511,285851,34514,1864.93,1515.28,1267.82,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-08,0,0,20,26.2,14.3,65,20,2.3,11.9,8932.900433,0.92,97697,0,108511,285851,34514,1870.02,1515.27,1267.91,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-09,0,9.5,20.3,27.1,13.6,62,17,2.4,14.4,13697.8022,0.18,97697,0,108511,285851,34514,1870.6,1514.76,1267.03,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-10,0,5.5,20.6,27.3,14.2,69,22,1.5,14,10515.42416,0.39,97697,0,108511,285851,34514,1870.54,1514.26,1266.36,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-11,1.5,10,21,26.6,15.7,79,32,1.5,7,11129.87013,0.46,97697,0,108511,285851,34514,1869.61,1513.75,1265.83,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-12,3.8,23,18.8,22.1,15.5,83,29,1.5,13.7,10096.26719,0.51,97697,0,108511,285851,34514,1867.56,1513.27,1265.48,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-14,0,0,19.1,26.4,12.8,69,22,1.5,6.7,9991.266376,0.46,97697,0,108511,285851,34514,1867.45,1512.85,1265.09,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-15,0,0,19.3,25.7,13.3,64,21,2,8.2,10122.95082,0.18,97697,0,108511,285851,34514,1870.22,1512.54,1264.67,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-16,1.6,41.1,18.9,24.1,13.2,69,25,1.8,10.6,11222.22222,0.07,97697,0,108511,285851,34514,1867.58,1511.89,1264.06,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-17,4.4,64.5,19.3,24.2,15.2,73,27,2.1,11.1,12888.88889,0.04,97697,0,108511,285851,34514,1869.25,1511.22,1263.14,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-18,0,0.9,20.1,26.3,14.6,72,31,1.7,11.9,9428.571429,0.25,97697,0,108511,285851,34514,1867.7,1510.21,1262.28,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-19,0,0,20.1,26.7,15.2,76,26,1.3,6.4,9845.679012,0.32,97697,0,108511,285851,34514,1868.69,1509.6,1261.57,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-20,0,0,20.1,26.6,14.8,78,26,1.2,6.8,17000,0.01,97697,0,108511,285851,34514,1867.19,1509.17,1260.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-21,0,1.6,20.6,27.9,15.1,75,17,1.3,6.2,9000,0.07,97697,0,108511,285851,34514,1866.39,1508.82,1260.92,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-22,0,0,20.6,28,14.8,72,17,1.6,10.4,2000,0.2,97697,0,108511,285851,34514,1861.43,1508.07,1260.02,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-23,8.4,133.1,19,22.5,15.6,83,39,1.4,11.2,10285.71429,0.08,97697,0,108511,285851,34514,1861.17,1507.12,1259.15,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-24,1.2,14,20.7,25.7,16.5,80,25,1.7,10,8666.666667,0.06,97697,0,108511,285851,34514,1859.5,1506.39,1258.47,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-25,0,1.5,20.6,26.3,16.3,78,29,1.4,8.6,9466.666667,0.3,97697,0,108511,285851,34514,1859.52,1505.75,1258.01,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-30,1.7,93.5,19.3,23.1,16.7,66,20,2.1,13.3,9166.666667,0.06,97697,0,108511,285851,34514,1859.95,1504.76,1256.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-10-05,0,0.1,16.7,24.4,11,66,19,1.3,6.3,11666.66667,0.01,97697,0,108511,285851,34514,1861.07,1502.49,1254.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-06,0,0,16.8,25.4,10.1,69,14,1.2,6.3,15500,0.02,97697,0,108511,285851,34514,1860.72,1502.15,1254.27,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-07,0,0,17.2,24.8,10.8,74,24,1.2,7.9,14037.03704,0.05,97697,0,108511,285851,34514,1859.26,1501.64,1253.99,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-08,0.1,3.1,17.5,24.4,12.5,74,21,1.4,10.1,13074.07407,0.03,97697,0,108511,285851,34514,1859.18,1501.45,1253.86,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-09,0.4,4,16,21.4,10.2,56,7,2.3,14,8844.444444,0.14,97697,0,108511,285851,34514,1859.32,1501.19,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-10,4.8,17.1,13.7,20.7,7.6,73,15,1.9,16.8,10735.48387,0.03,97697,0,108511,285851,34514,1859.19,1501.22,1253.45,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-12,0.5,5.9,13.4,18.5,9.4,66,25,2.4,16.3,3490.566038,0.21,97697,0,108511,285851,34514,1857.48,1501.37,1254.01,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-13,0,0.2,14.4,21.8,7.5,65,16,1.9,13.6,10333.33333,0.09,97697,0,108511,285851,34514,1858.19,1501.4,1254.23,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-14,0,0,15.5,23.3,9.5,73,17,1.3,8.1,12666.66667,0.05,97697,0,108511,285851,34514,1860.67,1501.27,1254.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-15,0,0,15.7,23.8,9.9,76,18,1.2,6.1,10196.66667,0.3,97697,0,108511,285851,34514,1858.79,1501.02,1254.38,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-16,0,0,15.8,23.5,10.4,79,16,1.2,7.8,12375,0.05,97697,0,108511,285851,34514,1857.55,1500.68,1254.1,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-17,0,0,16.1,24.8,10.2,76,10,1.2,7,10500,0.02,97697,0,108511,285851,34514,1856.64,1500.22,1253.58,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-19,0.1,7.9,16.4,23.5,10.7,76,27,1.2,8.3,11500,0.02,97697,0,108511,285851,34514,1855.99,1500.06,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-20,0,0,16.8,24.1,11.5,77,28,1.2,9.7,9166.666667,0.05,97697,0,108511,285851,34514,1852.42,1499.36,1252.79,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-21,0.2,5.6,16.9,23.9,11.8,81,30,1.2,9.7,9428.571429,0.01,97697,0,108511,285851,34514,1851.28,1498.61,1252.17,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-22,0.3,8.5,16.3,21.6,12.3,80,39,1.5,9.7,10254.90196,0.2,97697,0,108511,285851,34514,1852.28,1497.57,1251.33,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-23,0,0,16.3,22,12.3,79,28,1.2,6.9,9388.888889,0.32,97697,0,108511,285851,34514,1853.13,1496.3,1250.25,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-24,1.2,16.4,16.2,22.3,11.3,77,24,1.7,12.4,11333.33333,0.12,97697,0,108511,285851,34514,1853.67,1495.18,1249.07,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-26,0.4,17,14.4,19.8,9.1,68,27,1.8,11.9,8624.338624,0.19,97697,0,108511,285851,34514,1851.75,1494.14,1248.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-27,16.3,45.5,13.4,17.8,9.7,71,18,2.7,17.3,5230.89172,5.02,97697,0,108511,285851,34514,1846.55,1492.85,1247.21,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-28,0,0,11.4,17.2,5.9,56,13,2.1,14.7,8780,0.15,97697,0,108511,285851,34514,1841.59,1491.5,1246.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-29,0.4,5.7,10.5,16.3,5.4,57,14,1.7,11.5,11388.88889,0.04,97697,0,108511,285851,34514,1839.38,1490.09,1245.42,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-30,0,0.4,8,12.8,3.6,51,6,2.3,12.6,12217.17172,0.1,97697,0,108511,285851,34514,1840.6,1489.15,1244.65,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-31,0,0,6.3,13.2,0.7,54,11,1.8,11.2,11395.83333,0.1,97697,0,108511,285851,34514,1839.51,1488.27,1243.83,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-11-02,0.2,5.5,10.1,16.4,4.6,65,8,1.7,9.8,11000,0.07,97697,0,108511,285851,34514,1836.21,1486.62,1242.73,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-03,0,0,10.8,19,4.9,70,13,1.2,6.9,10575.75758,0.13,97697,0,108511,285851,34514,1834.89,1485.8,1242.47,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-04,0,0,10.9,20,3.8,71,10,1.2,7.9,9811.47541,0.37,97697,0,108511,285851,34514,1833.72,1484.88,1241.59,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-05,0,0.4,12.9,20.7,7.1,70,11,1.2,7.5,9879.724771,0.55,97697,0,108511,285851,34514,1834.49,1483.82,1240.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-06,2.6,20.1,13.5,19.2,8,75,29,2.4,17.7,9333.333333,0.1,97697,0,108511,285851,34514,1835.66,1482.93,1240.02,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-09,3.2,32.5,12.7,15.5,10.8,86,45,1.9,16.8,7333.333333,0.02,97697,0,108511,285851,34514,1835.7,1480.63,1238.39,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-10,0.2,5,11.1,15.3,7.6,79,33,1.6,15.9,8634.429066,0.58,97697,0,108511,285851,34514,1835.67,1479.73,1238.23,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-11,2,67.5,11.5,17.1,6.8,81,36,1.3,10.7,10204.95356,0.32,97697,0,108511,285851,34514,1835.47,1478.81,1237.75,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-12,0.6,6.2,13.7,18.1,9.1,75,38,2,9.6,8955.431755,0.36,97697,0,108511,285851,34514,1834.52,1477.75,1237.17,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-13,24.4,112.7,12.1,13.9,10.9,89,52,2.4,13.5,9355.345912,0.32,97697,0,108511,285851,34514,1831.97,1476.76,1236.28,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-14,5,50.7,13.8,16.2,12,93,59,1.2,11.7,7676.029963,0.27,97697,0,108511,285851,34514,1830.76,1475.88,1235.67,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-16,10.7,26.3,12.6,15.8,8.9,90,50,1.3,13.6,10512.82051,0.04,97697,0,108511,285851,34514,1818.76,1474.51,1235.34,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-17,0.5,9.5,14.3,17.1,12.3,89,39,1.6,11.1,9000,0.02,97697,0,108511,285851,34514,1823.88,1473.35,1234.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
