날짜,배추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2019-04-30,282.4724693,0.1,1.4,14.6,20.5,9.8,79,27,1.4,9.1,963.65,2142581,0,612549,261931,25836,1778.1,1459.4,1342.35,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4
2019-05-01,263.7578743,0,2.9,15.4,22.1,10.1,67,16,2,11.4,958.18,2142581,0,612549,261931,25836,1779.74,1463.79,1345.64,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-02,271.3126489,0,0,16,24.1,8.3,52,8,2.1,10.7,934.49,2142581,0,612549,261931,25836,1781.4,1466.64,1347.81,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-03,308.8528827,0,0,16.7,25.9,7.6,51,8,1.6,9.3,923.18,2142581,0,612549,261931,25836,1783.32,1469.8,1350.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-04,338.5447766,0,0,17.6,26.5,8.8,56,7,1.4,6.9,595.39,2142581,0,612549,261931,25836,1785.34,1472.95,1352.51,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-05,325.6326679,0,0,18.9,27.3,10.9,47,4,1.8,12.2,787.31,2142581,0,612549,261931,25836,1786.14,1475.12,1354.14,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-06,312.7205591,0.1,13,14,20.3,8.3,48,5,2.8,13.5,979.23,2142581,0,612549,261931,25836,1787.3,1477.24,1355.76,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-07,324.2309102,0,0.1,13.9,21.8,5.2,47,8,2,10,981.37,2142581,0,612549,261931,25836,1806.56,1500.12,1373.41,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-08,295.8714408,0,0,15.7,22.9,7.2,42,8,2.2,9.7,1147.82,2142581,0,612549,261931,25836,1814.07,1511.97,1382.32,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-09,333.4706371,0,0,17.1,24.1,11.1,41,11,2.1,9.5,1015.7,2142581,0,612549,261931,25836,1817.27,1517.31,1386.25,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-10,336.9621501,0,0,17.6,26.7,8.7,46,8,1.5,7.1,828.01,2142581,0,612549,261931,25836,1820.15,1520.01,1388.26,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-11,338.3379074,0,0,18.5,27.3,10.2,51,9,1.4,6.5,557.06,2142581,0,612549,261931,25836,1820.45,1522.23,1389.84,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-12,321.8228701,0,1.5,18.4,26,11.1,54,12,1.7,8.4,859.34,2142581,0,612549,261931,25836,1821.37,1523.16,1390.35,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-13,305.3078328,0,3.9,17.9,24.5,11.4,61,11,1.6,9.6,1161.62,2142581,0,612549,261931,25836,1822.35,1524.45,1391.37,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-14,298.3338664,0,3.1,19.8,26.6,13.9,65,22,1.5,6.8,1076.07,2142581,0,612549,261931,25836,1823.11,1525.75,1392.22,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-15,328.566666,0,0.5,20.3,27.3,14.3,64,16,1.4,7.8,843.49,2142581,0,612549,261931,25836,1823.33,1526.59,1392.8,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-16,322.5247999,0,0,21.4,28.9,14.6,60,15,1.4,6.9,896.58,2142581,0,612549,261931,25836,1823.69,1527.6,1393.38,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-17,324.470336,1.7,54.4,21.3,27.3,15,61,22,1.6,14.9,865.63,2142581,0,612549,261931,25836,1824.71,1528.69,1394,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-18,369.8151524,21.3,197.3,18.8,21.8,16.4,79,29,2.7,16.1,480.8,2142581,0,612549,261931,25836,1826.96,1529.81,1394.73,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-19,361.9496609,7.2,26,19.5,22.6,16.9,86,46,2,12,719.85,2142581,0,612549,261931,25836,1827.84,1530.36,1394.95,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-20,354.0841694,1.7,8.7,17,21,11.9,63,22,3.1,13.4,958.9,2142581,0,612549,261931,25836,1827.93,1531.06,1395.46,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-21,315.2922928,0,0,17,24.2,9,51,14,2.6,13.8,972.95,2142581,0,612549,261931,25836,1830.24,1532.46,1396.34,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-22,298.2176826,0,0,19.2,27.3,10.3,50,11,2.2,11.2,1028.06,2142581,0,612549,261931,25836,1831.33,1533.5,1397.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-23,316.0574971,0,0,20.9,29,12.8,54,9,1.9,9.2,957.67,2142581,0,612549,261931,25836,1833.34,1534.24,1397.46,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-24,313.4351647,0,0,22.9,31.6,14,56,12,1.8,10,976.45,2142581,0,612549,261931,25836,1833.5,1534.9,1397.98,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-25,311.9574192,0,0,23.3,30.1,16.9,52,11,1.8,10.2,598.49,2142581,0,612549,261931,25836,1833.97,1535.24,1398.06,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-26,342.4293667,0.1,13.1,23.2,30.1,16.4,52,8,2.1,18.2,775.105,2142581,0,612549,261931,25836,1833.52,1535.43,1398.08,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-27,372.9013142,22.9,116.6,18.6,22.1,15.4,85,25,3.1,22,951.72,2142581,0,612549,261931,25836,1833.37,1535.83,1398.33,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-28,374.1990108,0,0,17.8,23.8,12.6,54,12,2.5,12.2,886.33,2142581,0,612549,261931,25836,1833.67,1536.22,1398.58,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-29,372.315531,0,0,19.7,27.4,11.1,51,12,2.2,14.5,967.44,2142581,0,612549,261931,25836,1833,1536.97,1399.11,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-30,323.1267623,0.1,0.8,20.5,27.6,12.7,48,11,2.1,11.7,1072.72,2142581,0,612549,261931,25836,1833,1537.08,1399.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-05-31,384.4677856,0.8,4.3,18.6,24,14.4,62,22,2.3,11.3,972.55,2142581,0,612549,261931,25836,1832.96,1536.98,1398.94,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8
2019-06-01,446.3168772,0,0,18.9,25.3,12.4,63,19,1.5,8.3,479.42,2142581,0,612549,261931,25836,1833.09,1536.66,1398.53,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-02,427.171022,0,0,20.6,27.8,13.6,57,12,1.5,7.2,765.265,2142581,0,612549,261931,25836,1833.03,1536.53,1398.21,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-03,408.0251668,0,1.3,22,29.7,14,56,17,1.4,11,1051.11,2142581,0,612549,261931,25836,1832.93,1536.17,1397.94,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-04,452.028961,0,1.4,23.1,30.3,16.1,60,12,1.7,10.6,1057.94,2142581,0,612549,261931,25836,1831.41,1535.22,1397.12,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-05,421.3275526,0,0,22.9,29.9,16.8,67,14,1.6,11.4,1060.31,2142581,0,612549,261931,25836,1830.44,1534.24,1396.05,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-06,430.8448955,20.7,98.5,21.1,26.9,16.9,79,21,1.7,14,932.09,2142581,0,612549,261931,25836,1828.62,1533.18,1395.01,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-07,454.1009923,24.2,93.9,18.6,21.2,16.6,89,48,2.3,15.9,875.64,2142581,0,612549,261931,25836,1828.4,1532.57,1394.4,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-08,490.3065946,0.1,1.7,20.1,25.5,15.5,76,19,1.5,11.4,373.87,2142581,0,612549,261931,25836,1827.62,1531.58,1393.39,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-09,473.7329315,1.5,20.5,19.7,25,16.1,75,24,1.8,10.1,833.81,2142581,0,612549,261931,25836,1828.13,1531,1392.79,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-10,457.1592684,4.1,26.4,18.3,22.2,15.2,75,33,1.8,9.6,1293.75,2142581,0,612549,261931,25836,1827.39,1530.06,1391.97,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-11,490.2617493,0.3,28,18.8,23.8,14.8,70,29,1.7,9.4,1087.81,2142581,0,612549,261931,25836,1825.2,1528,1389.95,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-12,477.4443685,0,0,19.7,25.9,14.3,72,19,1.5,6.5,1181.38,2142581,0,612549,261931,25836,1823.25,1525.89,1387.9,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-13,442.4841636,0,0,21.2,28,14.7,68,17,1.4,7.2,1071.96,2142581,0,612549,261931,25836,1821.6,1523.36,1385.59,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-14,456.1325189,2.3,43.5,20.2,24.7,16.8,76,30,1.1,7.4,1039.72,2142581,0,612549,261931,25836,1819.2,1520.9,1383.07,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-15,466.3118246,3.8,76.4,20.4,26.4,16.1,73,31,2.3,11.7,683.52,2142581,0,612549,261931,25836,1817.2,1518.33,1380.58,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-16,492.4556307,0.1,11.1,20.2,26.1,15.2,72,31,1.7,8.9,878.865,2142581,0,612549,261931,25836,1816.63,1517.3,1379.44,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-17,518.5994368,0,0.4,21.3,26.8,16.8,70,27,1.7,7.5,1074.21,2142581,0,612549,261931,25836,1815.44,1515.21,1377.66,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-18,530.0868451,2.1,24.1,21.3,26.2,17.3,76,33,1.6,8.8,1004.37,2142581,0,612549,261931,25836,1812.9,1512.45,1374.82,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-19,466.3007318,0.8,15.5,22.2,27.5,18.3,76,33,1.5,7.9,1158.98,2142581,0,612549,261931,25836,1811.89,1509.96,1372.43,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-20,468.0927044,0,0,23.4,29.2,18.2,71,26,1.7,7.5,1036.39,2142581,0,612549,261931,25836,1810.04,1507.74,1370.24,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-21,466.9253431,1.9,22,22.8,28.7,18.5,72,21,2,10.2,1047.57,2142581,0,612549,261931,25836,1808.99,1505.8,1368.32,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-22,464.571231,1,62.6,21.7,27.1,17.4,69,25,1.9,8.8,801.11,2142581,0,612549,261931,25836,1808.41,1504.13,1366.55,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-23,460.5958938,0.3,9,21.6,27.3,16.4,67,26,1.7,8.6,1048.915,2142581,0,612549,261931,25836,1807.11,1503.57,1365.85,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-24,456.6205566,0.1,1.2,22.5,28.4,17.2,68,26,1.6,6.3,1296.72,2142581,0,612549,261931,25836,1806.98,1502.41,1364.73,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-25,489.6464975,0,1.4,23.6,30.4,17.1,67,23,1.5,6.8,1063.67,2142581,0,612549,261931,25836,1806.25,1500.87,1363.5,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-26,533.3844242,33.1,179.5,21.1,24.4,18,84,34,1.4,10.3,992.66,2142581,0,612549,261931,25836,1805.63,1499.9,1362.48,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-27,553.9371736,12,147.4,23.8,28.8,20.6,85,32,1.4,9.2,965.17,2142581,0,612549,261931,25836,1805.06,1499.14,1361.77,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-28,654.4908916,0.8,7,23.6,28.1,20.7,81,32,1.6,7.2,854.43,2142581,0,612549,261931,25836,1805.08,1498.68,1361.56,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-29,567.0510679,31.7,119,21.6,24.1,19.9,91,44,1.3,12.5,915.88,2142581,0,612549,261931,25836,1804.43,1497.86,1360.84,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-06-30,550.4922646,0,1.4,23.8,28.5,20.1,81,39,1.7,10.9,1152.115,2142581,0,612549,261931,25836,1805.22,1497.59,1360.29,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8
2019-07-01,533.9334613,0.4,15.5,23.2,26.9,19.9,79,36,1.4,6.3,1388.35,2142581,0,612549,261931,25836,1802.56,1496.52,1359.41,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-02,487.1398232,0,1.1,23.4,29.2,18.5,72,27,1.7,7,1382.14,2142581,0,612549,261931,25836,1802.48,1495.58,1358.43,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-03,455.1356255,0,13.5,23.1,28.5,18.4,75,30,1.2,7.3,1249.35,2142581,0,612549,261931,25836,1802.42,1494.75,1357.54,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-04,472.1233595,0,0,24.4,31.2,18.4,69,22,1.4,6.3,977.83,2142581,0,612549,261931,25836,1802.31,1493.81,1356.45,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-05,507.9573699,0,5.5,25.1,32,19.1,67,14,1.4,6.4,960.28,2142581,0,612549,261931,25836,1801.92,1492.88,1355.51,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-06,553.7088943,0,5.5,25.1,31.3,19,63,20,2.2,10.7,615.08,2142581,0,612549,261931,25836,1801.95,1492.26,1354.72,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-07,547.1431446,0.2,6.5,23.5,28.2,19.8,65,28,2.6,12.5,938.725,2142581,0,612549,261931,25836,1801.53,1491.97,1354.2,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-08,540.5773949,0.5,37.1,22.6,27.3,18.9,68,32,2.1,10.6,1262.37,2142581,0,612549,261931,25836,1801.36,1491.59,1353.91,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-09,521.9396435,0.2,6.6,22.6,27,18.4,69,32,2.1,9.2,1115.92,2142581,0,612549,261931,25836,1800.18,1491.02,1353.24,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-10,533.4803771,20.7,104.7,20.9,23.3,19.2,83,41,2.4,10.8,1142.95,2142581,0,612549,261931,25836,1800.51,1490.56,1352.6,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-11,651.8657303,8.5,103.6,22.2,25.6,19.7,85,47,2.2,9.4,992.93,2142581,0,612549,261931,25836,1800.03,1490.29,1352.17,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-12,606.8165828,0.4,5.5,23.2,27.9,19.6,77,38,1.7,8.9,749.43,2142581,0,612549,261931,25836,1799.78,1490.07,1351.9,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-13,610.9749223,1.6,57.9,23.3,27.8,20.1,80,39,1.2,7.1,770.77,2142581,0,612549,261931,25836,1799.63,1489.97,1351.75,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-14,551.2003637,2.1,24,23.9,29.1,20.2,79,35,1.5,6.8,1136.235,2142581,0,612549,261931,25836,1799.15,1490.08,1351.64,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-15,491.4258051,8.8,144.1,23.2,27.1,20.6,84,47,1.3,6,1501.7,2142581,0,612549,261931,25836,1798.68,1490.25,1351.78,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-16,475.9166881,4.5,40,23.8,28.7,20.3,81,44,1.4,8,1248.98,2142581,0,612549,261931,25836,1799.07,1490.43,1351.83,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-17,516.5100489,3.7,28.7,24.4,28.8,20.7,79,40,1.4,9.6,1002.8,2142581,0,612549,261931,25836,1799.17,1490.47,1351.63,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-18,417.6858088,8.1,128.2,24.3,27.8,21.4,83,37,1.4,9,1383.3,2142581,0,612549,261931,25836,1799.4,1490.48,1351.61,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-19,402.7445049,13.9,262.7,25.2,28.5,22.1,84,37,1.8,14.8,1137.84,2142581,0,612549,261931,25836,1798.68,1490.49,1351.55,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-20,368.2572958,56.5,220.5,24.8,27.1,23.2,88,50,3.6,16.1,783.12,2142581,0,612549,261931,25836,1798.99,1490.44,1351.33,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-21,484.6511106,20,72,24.8,27.8,22.6,90,60,2.3,12.2,815.22,2142581,0,612549,261931,25836,1799.6,1490.43,1351.17,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-22,601.0449254,0.3,108.3,27,31.6,23.2,80,38,1.8,11.1,847.32,2142581,0,612549,261931,25836,1799.04,1490.51,1351.35,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-23,384.9266949,0,0.5,27.9,32.8,24.2,78,41,1.8,10,1378.57,2142581,0,612549,261931,25836,1798.58,1490.55,1351.1,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-24,343.9251608,0.5,34.2,26.8,29.7,24.8,83,49,1.7,10.4,1330.23,2142581,0,612549,261931,25836,1798.85,1490.5,1351.13,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-25,419.1773716,16.3,132.8,26.6,29.2,24.8,90,51,1.6,9.6,1021.4,2142581,0,612549,261931,25836,1798.19,1490.75,1351.15,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-26,411.7736477,19,108.5,26.5,29.2,24.7,89,57,1.8,9.9,956.14,2142581,0,612549,261931,25836,1798.49,1491.01,1351.31,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-27,702.4930061,12.1,131.1,27.1,30.5,24.6,88,48,1.4,7.5,354.81,2142581,0,612549,261931,25836,1798.82,1491.19,1351.35,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-28,571.9577358,10.9,84.5,26.9,29.9,25,86,49,2,9.4,800.195,2142581,0,612549,261931,25836,1798.91,1491.37,1351.25,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-29,441.4224656,0.1,5.2,27.8,32.1,24.3,78,45,2.1,9.9,1245.58,2142581,0,612549,261931,25836,1799.61,1491.57,1351.49,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-30,459.0577646,0.7,35.9,28.4,32.5,24.7,77,45,2.5,10,1141.44,2142581,0,612549,261931,25836,1799.18,1492.1,1351.55,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-31,445.7075103,6,64.4,28.4,32.2,25.2,78,42,2.3,10.1,1209.69,2142581,0,612549,261931,25836,1798.19,1492.4,1351.77,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-08-01,508.1280089,3.4,63.5,28.4,33.1,24.6,78,37,1.6,8.8,1163.91,2142581,0,612549,261931,25836,1797.05,1492.91,1352,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-02,594.1218428,0.1,2.6,28.8,34.2,24.3,75,33,1.3,6.9,1079.85,2142581,0,612549,261931,25836,1798.82,1493.52,1352.59,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-03,603.1041768,0.5,19.2,28.3,34.1,24.2,77,37,1.3,6.8,138.22,2142581,0,612549,261931,25836,1798.3,1493.7,1352.61,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-04,566.4110451,0.6,16.3,28.4,34.2,23.9,76,36,1.2,7.6,718.105,2142581,0,612549,261931,25836,1798.85,1493.82,1352.49,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-05,529.7179134,0.7,29.2,28.8,34.6,24.2,75,35,1.2,6.1,1297.99,2142581,0,612549,261931,25836,1798.93,1493.98,1352.72,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-06,514.1167626,10.9,92.3,27.6,32.1,23.8,75,31,1.9,10.2,1302.54,2142581,0,612549,261931,25836,1798.6,1494.13,1352.76,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-07,579.2387678,14.7,102.3,27.2,32.1,23.8,82,45,1.8,10.1,1334.49,2142581,0,612549,261931,25836,1798.61,1494.12,1352.55,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-08,517.6729686,5.7,71.7,27.6,33.2,24.2,81,45,1.3,8.1,1087.29,2142581,0,612549,261931,25836,1796.47,1494.04,1352.47,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-09,561.9745731,0.1,1.5,28.3,33.6,24.2,77,39,1.2,8.7,1278.88,2142581,0,612549,261931,25836,1795.75,1493.77,1352.18,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-10,604.3039298,0,3.1,28.6,33.4,24.5,73,34,2.1,13.7,1029.03,2142581,0,612549,261931,25836,1795.63,1493.63,1351.91,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-11,609.7017707,8,70.8,28.3,32.3,24.8,71,30,3.4,19.7,1215.975,2142581,0,612549,261931,25836,1795.47,1493.53,1351.71,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-12,615.0996116,15.5,94,27.7,31,25.3,83,42,2.3,14.2,1402.92,2142581,0,612549,261931,25836,1795.51,1493.54,1351.73,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-13,443.6445541,1.2,31.5,28.5,33.7,24.3,77,36,1.6,7.8,1477.6,2142581,0,612549,261931,25836,1795.74,1493.54,1351.72,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-14,461.2990715,1.2,32.4,28.6,33,24.7,76,40,2.1,9.7,1225.78,2142581,0,612549,261931,25836,1796.21,1493.45,1351.61,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-15,502.9084979,15.8,203.7,26.1,29.1,24.2,86,52,2.3,15.3,1092.28,2142581,0,612549,261931,25836,1795.62,1493.42,1351.38,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-16,474.9765275,1.9,14.7,26.4,30.7,23.3,79,40,2.3,14.7,1032.27,2142581,0,612549,261931,25836,1795.7,1493.31,1351.44,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-17,671.6136957,2.1,20.8,26.2,31,22,75,29,2.1,9.5,912.15,2142581,0,612549,261931,25836,1795.57,1493.17,1351.3,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-18,605.9011522,0,25.7,25.3,30.8,21.1,72,22,1.4,7.8,1336.73,2142581,0,612549,261931,25836,1795.48,1493.16,1351.12,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-19,540.1886087,0.4,16.4,25.1,30.8,20,75,22,1.3,6.9,1761.31,2142581,0,612549,261931,25836,1794.77,1493.15,1351.21,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-20,486.4363474,0.2,7.8,26,30.9,21.7,73,32,1.7,7.8,1714.78,2142581,0,612549,261931,25836,1795.35,1493.12,1351.19,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-21,472.4937506,8.6,52.9,25.8,30.1,22.5,82,38,1.2,9.6,1531.6,2142581,0,612549,261931,25836,1795.43,1492.94,1351.04,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-22,490.6926103,25.2,85.5,25.8,30.3,23,82,27,1.6,12,1359.27,2142581,0,612549,261931,25836,1796.37,1493.06,1351.06,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-23,524.5358639,0,0.2,24.7,29.5,20.8,73,27,1.5,6.5,1251.7,2142581,0,612549,261931,25836,1796.76,1493.3,1351.31,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-24,510.5274866,0,0.5,22.8,27.6,18.9,77,39,1.2,6.3,1175.68,2142581,0,612549,261931,25836,1797.41,1493.32,1351.26,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-25,546.8150843,1.2,24.2,23.2,28.7,18.9,78,32,1.2,7.1,1423.415,2142581,0,612549,261931,25836,1797.9,1493.42,1351.21,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-26,583.1026819,0.1,23.9,24.3,30,19,75,32,1.4,9.5,1671.15,2142581,0,612549,261931,25836,1797.97,1493.73,1351.63,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-27,589.3668846,16.7,135.7,22.7,25.4,20.5,89,44,1.2,10.9,1682.4,2142581,0,612549,261931,25836,1798.56,1493.94,1351.74,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-28,627.5713149,0.9,93.7,23.8,27.7,21,85,37,1.1,12.8,1323.13,2142581,0,612549,261931,25836,1799.53,1494.18,1352.07,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-29,640.0284795,4.2,70.7,22.4,25.7,19.9,86,41,1.4,8.9,1678.54,2142581,0,612549,261931,25836,1799.27,1494.52,1352.37,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-30,617.0169582,0.2,2.9,22.9,28.1,18.6,72,32,1.9,9,1770.76,2142581,0,612549,261931,25836,1799.21,1495.13,1352.91,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-31,586.6750559,0,4.2,22.6,28.5,17.6,74,35,1.4,8.1,1561.13,2142581,0,612549,261931,25836,1800.17,1496.68,1354.05,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-09-01,1109.50064,0.8,26.1,22.1,26.8,18,81,34,1,6.3,3.91,2142581,0,612549,261931,25836,1812.65,1509.16,1363.44,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-02,707.9997255,11.4,62,21.6,25.1,19.1,85,29,1.1,13.3,2254.88,2142581,0,612549,261931,25836,1817.32,1515.3,1368.44,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
