날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,대파거래량,대파생산량,대파저장이월량,대파수입량,대파수입금액,대파재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,대파가격
2019-02-02,0,1,2.1,8.5,-4.8,63,24,1.6,11.3,973.4,355931,0,7330,46865,12115,1704.46,1344.21,1243.01,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1204.070806
2019-02-03,12.8,33.5,5.6,9.8,2.6,89,32,2.1,16.1,162.58,355931,0,7330,46865,12115,1704.9,1344.16,1242.9,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1140.424519
2019-02-04,0,0.1,2.5,6.8,-1.5,42,9,2.5,16,658.77,355931,0,7330,46865,12115,1703.97,1344.12,1242.77,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,682.7478054
2019-02-07,0.5,9.3,2.1,7.4,-3.9,53,9,3,18.1,26.61,355931,0,7330,46865,12115,1705.06,1343.8,1242.24,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1320.875136
2019-02-08,0,2.3,-2,3.2,-5.9,39,6,2.1,14.8,730.68,355931,0,7330,46865,12115,1703.18,1343.48,1242.17,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,903.7593383
2019-02-09,0,12.7,-1.7,1.7,-4.2,38,11,3,15.1,723,355931,0,7330,46865,12115,1702.98,1343.19,1242.03,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1028.382275
2019-02-11,0,5.5,-0.8,3.9,-4.7,41,11,2.7,14.6,767.61,355931,0,7330,46865,12115,1702.42,1342.93,1241.92,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1018.913049
2019-02-12,0,0.2,0.1,6,-6,50,16,1.6,9,785.32,355931,0,7330,46865,12115,1702.03,1342.66,1241.75,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,991.5926629
2019-02-13,0,5.4,0.3,5.3,-4.1,41,14,2.3,11.7,821.79,355931,0,7330,46865,12115,1701.98,1342.5,1241.58,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,921.5242281
2019-02-14,0.1,3.3,0.6,6.5,-3.7,50,8,1.5,9.7,710.42,355931,0,7330,46865,12115,1702.06,1342.34,1241.53,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,948.0305114
2019-02-15,0.4,4.4,2,6,-1.5,63,11,1.9,10.9,770.23,355931,0,7330,46865,12115,1701.61,1342.24,1241.52,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,943.6237192
2019-02-16,0.1,5.3,-0.3,3.3,-3.5,56,22,2.9,14,813.85,355931,0,7330,46865,12115,1702.11,1342.55,1241.71,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,965.8953341
2019-02-18,0.1,4.7,2.2,7.5,-4.4,48,7,1.2,8.6,666.28,355931,0,7330,46865,12115,1703.19,1342.75,1242.03,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1078.229206
2019-02-19,16.3,49.5,2.9,5.7,0.6,89,19,1.6,11.3,812.04,355931,0,7330,46865,12115,1702.09,1342.87,1242.2,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,973.1916073
2019-02-20,0,0.3,2.8,7,-0.5,68,27,2.3,11.3,727.28,355931,0,7330,46865,12115,1701.81,1342.97,1242.5,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,1013.723298
2019-02-21,0,0,2.7,9.4,-2.7,68,21,1.3,9,759.38,355931,0,7330,46865,12115,1700.98,1343.19,1242.74,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,963.4250313
2019-02-22,0,1.7,3.9,11.1,-1.5,65,19,1.3,11.7,698.31,355931,0,7330,46865,12115,1701.72,1343.7,1243.23,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,940.7512258
2019-02-23,0,0.4,5,13.2,-1.3,63,11,1.5,10.4,814.03,355931,0,7330,46865,12115,1702.79,1344.3,1243.82,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,849.9624336
2019-02-25,0,0,6,12.8,0.8,59,10,1.8,10.4,880.91,355931,0,7330,46865,12115,1701.91,1345.21,1244.77,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,805.7535861
2019-02-26,0,0.1,5.4,12.8,-1.5,53,1,1.5,10.9,812.37,355931,0,7330,46865,12115,1703.49,1345.97,1245.75,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,831.2462354
2019-02-27,0.4,4.6,7.1,11.8,3.4,65,14,1.2,9.1,788.95,355931,0,7330,46865,12115,1703.73,1346.57,1246.36,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,897.4223793
2019-02-28,0.1,1.3,6.8,13.4,1.4,63,21,1.6,9.8,769.73,355931,0,7330,46865,12115,1704.2,1347.17,1246.94,0.5,-1.4,-0.8,0.1,-0.3,2.5,1.3,0,853.6523179
2019-03-01,0,0,6,13.7,-0.3,58,11,1.6,10.5,720.24,355931,0,7330,46865,12115,1704.84,1348.52,1248.5,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,862.0435413
2019-03-02,0,2,6.9,14.6,-0.8,57,7,1.4,8.2,743.89,355931,0,7330,46865,12115,1704.55,1349.01,1248.8,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,822.2508002
2019-03-04,0,2,8.8,15.2,3.9,58,12,1.7,10,946.27,355931,0,7330,46865,12115,1704.35,1349.54,1249.48,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,781.1453004
2019-03-05,0,1.1,8.2,14.4,1.2,62,17,1.3,6.5,803.71,355931,0,7330,46865,12115,1704.9,1350.21,1250.28,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,789.568626
2019-03-06,1,11.3,8.8,14.3,4.7,63,20,1.6,12.9,806.9,355931,0,7330,46865,12115,1704.24,1350.83,1251.02,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,762.7098143
2019-03-07,0.5,9.5,6.5,12.1,2.1,65,23,2.3,14.8,768.66,355931,0,7330,46865,12115,1704.27,1351.77,1252.01,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,770.3722341
2019-03-08,0,0,6.1,14.5,-1.3,58,5,1.5,10.3,716.13,355931,0,7330,46865,12115,1705.33,1353.58,1253.97,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,781.0805501
2019-03-09,0.3,18.4,7.9,16.1,-1,49,5,1.5,10.2,790.15,355931,0,7330,46865,12115,1705.69,1354.89,1255.17,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,702.9187913
2019-03-11,1.1,12.2,6.4,11.9,0.7,74,23,1.9,15.7,860.75,355931,0,7330,46865,12115,1705.19,1356.86,1257.38,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,747.2467403
2019-03-12,0.9,5.5,5.8,11.9,0.9,65,13,3.1,15.7,799.79,355931,0,7330,46865,12115,1706.06,1358.93,1259.29,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,773.6104967
2019-03-13,0,0.6,3.9,9.4,-1.5,40,7,3.5,16.4,670.12,355931,0,7330,46865,12115,1708.49,1361.38,1261.62,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,827.7301084
2019-03-14,0,0.7,5.2,11.8,-2.4,47,5,1.9,9.8,689.36,355931,0,7330,46865,12115,1710.86,1363.69,1263.88,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,812.7952321
2019-03-15,3.3,17.5,5.8,12.3,1,69,15,2.5,16.3,710.76,355931,0,7330,46865,12115,1714.39,1366.83,1267.06,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,832.4338589
2019-03-16,0.2,7.8,5.8,11.1,1.4,65,21,2.3,14,810.86,355931,0,7330,46865,12115,1714.82,1369.55,1269.58,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,749.6974875
2019-03-18,0,8.8,7.5,15,-0.7,51,2,1.5,9.7,976.66,355931,0,7330,46865,12115,1714.93,1372.96,1272.95,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,683.4061606
2019-03-19,0,0,10.7,19,2.2,54,9,1.6,9.5,788.44,355931,0,7330,46865,12115,1716.95,1375.77,1275.44,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,651.5882045
2019-03-20,16.1,53.1,11.4,17.2,5.3,74,19,1.9,21.5,782.83,355931,0,7330,46865,12115,1718.82,1378.03,1277.6,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,621.1239813
2019-03-21,2.1,9,9.8,15,4.5,74,25,3.6,18,767.14,355931,0,7330,46865,12115,1718.89,1379.83,1279.21,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,593.2207033
2019-03-22,0,0,5.2,10.5,1.6,52,11,2.9,16.4,721.79,355931,0,7330,46865,12115,1719.67,1381.85,1281.22,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,593.9497527
2019-03-23,1.4,6.9,4.2,10.3,-0.3,54,8,2.7,14.5,672.5,355931,0,7330,46865,12115,1721.34,1383.83,1283.09,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,595.7918147
2019-03-25,0,0,7.2,13.8,0.4,58,21,2,9.2,826.25,355931,0,7330,46865,12115,1723.38,1386.32,1285.44,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,629.1707419
2019-03-26,0,0,10.5,18.7,3.2,55,5,2,11.3,742.31,355931,0,7330,46865,12115,1725.1,1388.31,1287.33,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,632.7049175
2019-03-27,0.1,3.3,12.8,19.9,4.8,57,5,3.3,15,761.75,355931,0,7330,46865,12115,1726.05,1389.97,1288.77,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,599.923647
2019-03-28,0.6,12.9,10.6,16.1,6.6,63,10,2,9.9,701.89,355931,0,7330,46865,12115,1726.56,1391.43,1290.02,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,635.5259022
2019-03-29,0,24.6,10.6,17,5,54,12,1.8,8.6,779.01,355931,0,7330,46865,12115,1726.88,1392.77,1291.24,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,616.6175614
2019-03-30,3,8,7.2,12.2,3.7,67,13,3.3,19.6,636.65,355931,0,7330,46865,12115,1728.41,1393.96,1292.32,0.4,-0.3,-0.7,0.1,-0.3,2,0.9,0,637.3703148
2019-04-01,0,3.9,5.7,11.4,-0.1,45,12,2.7,11.6,739,355931,0,7330,46865,12115,1727.9,1396.21,1294.48,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,659.0517147
2019-04-02,0,3.9,6.7,13.4,-0.4,44,8,2.2,8.9,658.87,355931,0,7330,46865,12115,1730.42,1398.26,1296.03,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,682.1064346
2019-04-03,0,6.5,7.4,14.5,-0.4,42,7,2.3,10.1,655.28,355931,0,7330,46865,12115,1731.66,1399.91,1297.42,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,731.9515461
2019-04-04,0,0,9.9,17.9,1.3,40,9,2.8,13.5,658.69,355931,0,7330,46865,12115,1732.91,1401.33,1298.55,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,768.8554258
2019-04-05,0,0.1,11.7,19,5.2,46,2,2.9,13.4,682.35,355931,0,7330,46865,12115,1735.31,1402.73,1299.7,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,721.4541875
2019-04-06,0.6,13.5,11.6,19,3.4,44,3,1.6,12.6,660.86,355931,0,7330,46865,12115,1736.53,1404.24,1300.91,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,738.0950811
2019-04-08,0,0,11.8,19.1,5.1,45,4,2.3,15.8,761.88,355931,0,7330,46865,12115,1739.13,1406.37,1302.72,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,737.0440882
2019-04-09,23.2,56.3,9.3,15.4,4.8,60,12,3.2,19.9,628.63,355931,0,7330,46865,12115,1741.54,1408.14,1304.14,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,789.4578395
2019-04-10,8.5,32.2,7.2,9.9,4.5,83,54,2.4,16.3,637.09,355931,0,7330,46865,12115,1743.49,1409.99,1305.73,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,790.5988043
2019-04-11,0,0.2,8.8,14.3,3.3,71,17,1.4,7.6,584.85,355931,0,7330,46865,12115,1742.96,1411.96,1307.52,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,879.2957889
2019-04-12,0.1,9.5,10.7,17.7,4.1,58,12,1.7,8,689.27,355931,0,7330,46865,12115,1746.26,1414.21,1309.38,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,784.613246
2019-04-13,0,0,11.6,18.9,4,48,12,1.6,9.1,687.86,355931,0,7330,46865,12115,1746.6,1416.7,1311.29,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,722.4545476
2019-04-15,0,0,11.1,19.6,2.3,46,9,1.9,9.8,792.15,355931,0,7330,46865,12115,1748.05,1420.05,1313.98,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,724.480024
2019-04-16,0,1.9,14.2,23.3,4.3,38,6,1.5,9.2,714.58,355931,0,7330,46865,12115,1750.22,1423.2,1316.23,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,676.3368897
2019-04-17,0.5,9.5,15.5,23,8.7,48,9,1.7,10.3,663.35,355931,0,7330,46865,12115,1754.45,1425.97,1318.36,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,689.5042496
2019-04-18,0,0,15.3,21.6,8.4,63,15,2.3,11.7,668,355931,0,7330,46865,12115,1756.54,1428.32,1320.14,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,664.228094
2019-04-19,0,0.4,12.8,17.6,9.5,70,29,2.1,8.8,647.8,355931,0,7330,46865,12115,1759.26,1431.07,1322.04,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,631.3210755
2019-04-20,0.1,1.2,14.7,21.6,7.7,66,16,1.7,10.5,655.51,355931,0,7330,46865,12115,1762.31,1433.69,1323.78,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,589.0471207
2019-04-22,0,0,17.6,25.6,10.2,66,12,1.7,8.3,660.39,355931,0,7330,46865,12115,1763.87,1437.68,1326.54,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,681.1430546
2019-04-23,5.6,38.6,16.8,21.8,12.1,74,20,1.6,11.9,609.97,355931,0,7330,46865,12115,1764.72,1440.95,1328.81,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,691.7617014
2019-04-24,6.9,22.5,17.3,22,14.2,87,39,1.4,10.1,589,355931,0,7330,46865,12115,1767.06,1444.26,1331.19,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,735.405398
2019-04-25,4.5,16.4,13.5,17,10.2,83,37,2.1,12.2,627.33,355931,0,7330,46865,12115,1769.07,1447,1333.19,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,715.219447
2019-04-26,6.3,38.8,9.4,11.6,7.6,86,49,2.1,11.1,646.4,355931,0,7330,46865,12115,1770.48,1449.65,1335.14,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,644.2377158
2019-04-27,0.1,1.9,11.4,17.8,4.9,65,19,1.6,9.2,582.72,355931,0,7330,46865,12115,1773.19,1452.3,1336.99,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,649.0708745
2019-04-29,19.1,54.2,11.3,14.3,8,84,36,1.3,10,655.61,355931,0,7330,46865,12115,1776.48,1456.22,1339.93,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,712.541851
2019-04-30,0.1,1.4,14.6,20.5,9.8,79,27,1.4,9.1,558.12,355931,0,7330,46865,12115,1778.1,1459.4,1342.35,0.6,0.7,-0.1,0,-0.3,1.7,0.9,0.4,982.159543
2019-05-01,0,2.9,15.4,22.1,10.1,67,16,2,11.4,554.35,355931,0,7330,46865,12115,1779.74,1463.79,1345.64,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,999.87497
2019-05-02,0,0,16,24.1,8.3,52,8,2.1,10.7,621.77,355931,0,7330,46865,12115,1781.4,1466.64,1347.81,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,992.6004857
2019-05-03,0,0,16.7,25.9,7.6,51,8,1.6,9.3,672.9,355931,0,7330,46865,12115,1783.32,1469.8,1350.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,938.2970996
2019-05-04,0,0,17.6,26.5,8.8,56,7,1.4,6.9,619.82,355931,0,7330,46865,12115,1785.34,1472.95,1352.51,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1022.198269
2019-05-06,0.1,13,14,20.3,8.3,48,5,2.8,13.5,656.82,355931,0,7330,46865,12115,1787.3,1477.24,1355.76,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,958.966636
2019-05-07,0,0.1,13.9,21.8,5.2,47,8,2,10,671.46,355931,0,7330,46865,12115,1806.56,1500.12,1373.41,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,917.4292986
2019-05-08,0,0,15.7,22.9,7.2,42,8,2.2,9.7,648.11,355931,0,7330,46865,12115,1814.07,1511.97,1382.32,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,844.61191
2019-05-09,0,0,17.1,24.1,11.1,41,11,2.1,9.5,619.9,355931,0,7330,46865,12115,1817.27,1517.31,1386.25,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,844.721408
2019-05-10,0,0,17.6,26.7,8.7,46,8,1.5,7.1,588.65,355931,0,7330,46865,12115,1820.15,1520.01,1388.26,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,920.7178112
2019-05-11,0,0,18.5,27.3,10.2,51,9,1.4,6.5,575.55,355931,0,7330,46865,12115,1820.45,1522.23,1389.84,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,920.9360264
2019-05-13,0,3.9,17.9,24.5,11.4,61,11,1.6,9.6,687.65,355931,0,7330,46865,12115,1822.35,1524.45,1391.37,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,967.5139781
2019-05-14,0,3.1,19.8,26.6,13.9,65,22,1.5,6.8,629.02,355931,0,7330,46865,12115,1823.11,1525.75,1392.22,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1060.382109
2019-05-15,0,0.5,20.3,27.3,14.3,64,16,1.4,7.8,627.45,355931,0,7330,46865,12115,1823.33,1526.59,1392.8,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1053.9495
2019-05-16,0,0,21.4,28.9,14.6,60,15,1.4,6.9,577.77,355931,0,7330,46865,12115,1823.69,1527.6,1393.38,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1021.064494
2019-05-17,1.7,54.4,21.3,27.3,15,61,22,1.6,14.9,608.32,355931,0,7330,46865,12115,1824.71,1528.69,1394,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1013.427963
2019-05-18,21.3,197.3,18.8,21.8,16.4,79,29,2.7,16.1,547.9,355931,0,7330,46865,12115,1826.96,1529.81,1394.73,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1184.129423
2019-05-20,1.7,8.7,17,21,11.9,63,22,3.1,13.4,590.98,355931,0,7330,46865,12115,1827.93,1531.06,1395.46,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1410.493034
2019-05-21,0,0,17,24.2,9,51,14,2.6,13.8,649.5,355931,0,7330,46865,12115,1830.24,1532.46,1396.34,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1250.994808
2019-05-22,0,0,19.2,27.3,10.3,50,11,2.2,11.2,617.43,355931,0,7330,46865,12115,1831.33,1533.5,1397.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1224.306023
2019-05-23,0,0,20.9,29,12.8,54,9,1.9,9.2,588.86,355931,0,7330,46865,12115,1833.34,1534.24,1397.46,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1229.679873
2019-05-24,0,0,22.9,31.6,14,56,12,1.8,10,625.35,355931,0,7330,46865,12115,1833.5,1534.9,1397.98,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1161.998426
2019-05-25,0,0,23.3,30.1,16.9,52,11,1.8,10.2,610.19,355931,0,7330,46865,12115,1833.97,1535.24,1398.06,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1097.435082
2019-05-27,22.9,116.6,18.6,22.1,15.4,85,25,3.1,22,618.34,355931,0,7330,46865,12115,1833.37,1535.83,1398.33,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1191.808043
2019-05-28,0,0,17.8,23.8,12.6,54,12,2.5,12.2,561.77,355931,0,7330,46865,12115,1833.67,1536.22,1398.58,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1444.086399
2019-05-29,0,0,19.7,27.4,11.1,51,12,2.2,14.5,618.16,355931,0,7330,46865,12115,1833,1536.97,1399.11,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1362.326989
2019-05-30,0.1,0.8,20.5,27.6,12.7,48,11,2.1,11.7,597.5,355931,0,7330,46865,12115,1833,1537.08,1399.07,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1535.167499
2019-05-31,0.8,4.3,18.6,24,14.4,62,22,2.3,11.3,648.82,355931,0,7330,46865,12115,1832.96,1536.98,1398.94,0.7,1.2,0.3,-0.1,-0.2,1.6,0.8,0.8,1431.824142
2019-06-01,0,0,18.9,25.3,12.4,63,19,1.5,8.3,585.74,355931,0,7330,46865,12115,1833.09,1536.66,1398.53,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1414.156558
2019-06-03,0,1.3,22,29.7,14,56,17,1.4,11,653,355931,0,7330,46865,12115,1832.93,1536.17,1397.94,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1441.774273
2019-06-04,0,1.4,23.1,30.3,16.1,60,12,1.7,10.6,662.02,355931,0,7330,46865,12115,1831.41,1535.22,1397.12,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1419.62024
2019-06-05,0,0,22.9,29.9,16.8,67,14,1.6,11.4,642.99,355931,0,7330,46865,12115,1830.44,1534.24,1396.05,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1405.112657
2019-06-06,20.7,98.5,21.1,26.9,16.9,79,21,1.7,14,598.99,355931,0,7330,46865,12115,1828.62,1533.18,1395.01,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1422.531883
2019-06-07,24.2,93.9,18.6,21.2,16.6,89,48,2.3,15.9,624.64,355931,0,7330,46865,12115,1828.4,1532.57,1394.4,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1442.379001
2019-06-08,0.1,1.7,20.1,25.5,15.5,76,19,1.5,11.4,531.02,355931,0,7330,46865,12115,1827.62,1531.58,1393.39,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1464.388288
2019-06-10,4.1,26.4,18.3,22.2,15.2,75,33,1.8,9.6,718.35,355931,0,7330,46865,12115,1827.39,1530.06,1391.97,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1428.761216
2019-06-11,0.3,28,18.8,23.8,14.8,70,29,1.7,9.4,684.94,355931,0,7330,46865,12115,1825.2,1528,1389.95,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1381.113423
2019-06-12,0,0,19.7,25.9,14.3,72,19,1.5,6.5,651.14,355931,0,7330,46865,12115,1823.25,1525.89,1387.9,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1251.012108
2019-06-13,0,0,21.2,28,14.7,68,17,1.4,7.2,631.62,355931,0,7330,46865,12115,1821.6,1523.36,1385.59,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1199.340354
2019-06-14,2.3,43.5,20.2,24.7,16.8,76,30,1.1,7.4,623.05,355931,0,7330,46865,12115,1819.2,1520.9,1383.07,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1091.909218
2019-06-15,3.8,76.4,20.4,26.4,16.1,73,31,2.3,11.7,543.51,355931,0,7330,46865,12115,1817.2,1518.33,1380.58,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1177.917334
2019-06-17,0,0.4,21.3,26.8,16.8,70,27,1.7,7.5,684.2,355931,0,7330,46865,12115,1815.44,1515.21,1377.66,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1208.63456
2019-06-18,2.1,24.1,21.3,26.2,17.3,76,33,1.6,8.8,650.2,355931,0,7330,46865,12115,1812.9,1512.45,1374.82,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1102.469096
2019-06-19,0.8,15.5,22.2,27.5,18.3,76,33,1.5,7.9,637.78,355931,0,7330,46865,12115,1811.89,1509.96,1372.43,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1075.312341
2019-06-20,0,0,23.4,29.2,18.2,71,26,1.7,7.5,614.13,355931,0,7330,46865,12115,1810.04,1507.74,1370.24,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1085.146694
2019-06-21,1.9,22,22.8,28.7,18.5,72,21,2,10.2,611.76,355931,0,7330,46865,12115,1808.99,1505.8,1368.32,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1032.956729
2019-06-22,1,62.6,21.7,27.1,17.4,69,25,1.9,8.8,522.19,355931,0,7330,46865,12115,1808.41,1504.13,1366.55,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1080.781357
2019-06-24,0.1,1.2,22.5,28.4,17.2,68,26,1.6,6.3,669.89,355931,0,7330,46865,12115,1806.98,1502.41,1364.73,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1067.689124
2019-06-25,0,1.4,23.6,30.4,17.1,67,23,1.5,6.8,637.94,355931,0,7330,46865,12115,1806.25,1500.87,1363.5,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1101.989259
2019-06-26,33.1,179.5,21.1,24.4,18,84,34,1.4,10.3,649.9,355931,0,7330,46865,12115,1805.63,1499.9,1362.48,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1029.708253
2019-06-27,12,147.4,23.8,28.8,20.6,85,32,1.4,9.2,580.9,355931,0,7330,46865,12115,1805.06,1499.14,1361.77,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1112.337532
2019-06-28,0.8,7,23.6,28.1,20.7,81,32,1.6,7.2,589.53,355931,0,7330,46865,12115,1805.08,1498.68,1361.56,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1239.730627
2019-06-29,31.7,119,21.6,24.1,19.9,91,44,1.3,12.5,551.83,355931,0,7330,46865,12115,1804.43,1497.86,1360.84,0.7,1.8,0,-0.2,-0.2,1.9,0.9,0.8,1200.248892
2019-07-01,0.4,15.5,23.2,26.9,19.9,79,36,1.4,6.3,593.88,355931,0,7330,46865,12115,1802.56,1496.52,1359.41,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4,1252.999396
2019-07-02,0,1.1,23.4,29.2,18.5,72,27,1.7,7,624.72,355931,0,7330,46865,12115,1802.48,1495.58,1358.43,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4,1243.405174
